id,salary_cents,bonus_cents,hours_per_week,age
2046,206038,30587,31,18
2047,287203,22318,32,67
2048,242948,93860,29,31
2049,166625,97068,53,22
2050,492813,18444,35,54
2051,385728,79524,45,62
2052,355217,2625,59,42
2053,181116,71532,42,20
2054,258853,71459,59,25
2055,488946,41058,38,26
2056,433281,51735,27,32
2057,230034,14362,33,64
2058,265250,38960,24,46
2059,183937,18118,32,29
2060,466416,85657,36,50
2061,278390,70063,53,51
2062,190086,10532,29,42
2063,283308,80389,47,43
2064,495990,16325,46,49
2065,306126,76630,31,52
2066,323747,37709,42,29
2067,252698,6973,22,58
2068,413873,59767,50,41
2069,338981,96932,25,54
2070,270463,36183,24,64
2071,91721,93867,35,24
2072,428911,38814,37,27
2073,460883,55972,36,64
2074,468912,33032,32,33
2075,482217,1232,54,29
2076,245620,55010,34,20
2077,160958,69666,30,37
2078,201077,45996,24,29
2079,378716,13312,35,24
2080,471944,10911,52,57
2081,416493,17529,57,52
2082,86044,8560,50,46
2083,367916,31871,32,64
2084,391334,13208,55,40
2085,472296,32565,46,37
2086,418518,83452,37,22
2087,81236,82783,48,34
2088,439310,99538,49,18
2089,232006,1471,21,51
2090,294415,86263,21,42
2091,264957,19289,27,32
2092,86838,81170,20,43
2093,400135,9159,25,55
2094,366698,91815,59,51
2095,108165,42373,27,47
2096,130314,47946,54,59
2097,327139,62746,32,26
2098,446462,77831,44,21
2099,499964,73721,41,64
2100,347068,8239,28,53
2101,485606,60355,30,37
2102,326422,46336,41,36
2103,80237,61657,20,52
2104,301590,69101,44,45
2105,324727,47070,58,25
2106,494915,68931,24,36
2107,92403,38703,59,55
2108,449946,26822,42,47
2109,483602,45074,54,50
2110,378963,50492,49,35
2111,94151,60902,26,44
2112,417760,24519,35,37
2113,175733,44852,37,35
2114,344079,10534,26,27
2115,84532,3676,29,35
2116,103801,41923,48,63
2117,492723,25102,43,48
2118,286195,59951,46,26
2119,304323,11615,48,55
2120,228770,16978,57,41
2121,55434,21932,35,42
2122,445420,97301,49,30
2123,495525,72826,44,58
2124,150098,8977,34,30
2125,355926,31357,58,46
2126,281935,869,57,30
2127,150757,64156,57,21
2128,95617,68751,36,30
2129,118153,18814,39,69
2130,409345,25720,42,18
2131,417697,1894,56,47
2132,187814,76416,58,59
2133,108033,31163,38,39
2134,149973,33565,45,50
2135,395897,83352,38,48
2136,230946,81071,38,64
2137,115420,6438,54,60
2138,92557,76733,25,55
2139,409767,20887,52,69
2140,469011,64131,47,30
2141,128438,5748,49,61
2142,426107,97318,46,52
2143,250653,85988,28,39
2144,71814,33345,54,55
2145,345576,73911,29,49
2146,279407,65351,28,58
2147,344417,61369,36,60
2148,288253,9399,24,21
2149,294392,11380,26,52
2150,52235,83147,58,60
2151,367120,12777,41,68
2152,153033,37974,49,49
2153,371546,2885,26,27
2154,165147,33771,45,65
2155,295649,19076,28,58
2156,404025,2042,41,40
2157,483963,54107,55,32
2158,50418,28316,49,36
2159,290071,24838,40,20
2160,345832,35913,42,29
2161,489725,34161,39,56
2162,406229,91548,51,51
2163,95286,31633,23,64
2164,108182,49232,46,39
2165,463115,81327,49,45
2166,290192,87734,34,29
2167,70404,35401,55,27
2168,102055,43789,45,50
2169,307925,31579,50,38
2170,478281,77685,39,29
2171,324615,90337,45,33
2172,130948,82726,37,25
2173,120020,11018,46,44
2174,463861,61185,49,59
2175,331362,5316,37,47
2176,484759,68146,47,32
2177,130348,269,33,45
2178,263565,34070,36,30
2179,488602,7947,31,35
2180,465526,37284,52,46
2181,367367,16709,44,66
2182,314100,75240,22,58
2183,102202,83129,53,42
2184,384289,3400,56,22
2185,217124,83925,56,19
2186,173959,74034,31,27
2187,483987,50674,37,27
2188,238260,31585,40,60
2189,289389,30815,57,64
2190,145236,85703,30,19
2191,77364,29042,47,26
2192,62477,91591,52,63
2193,245619,1792,44,63
2194,172898,55794,29,43
2195,92096,39726,58,45
2196,425430,87112,32,58
2197,145283,50316,40,25
2198,378712,22246,23,45
2199,419294,60623,40,27
2200,115616,50287,44,65
2201,169767,88959,28,35
2202,221324,28030,37,37
2203,67387,12785,43,26
2204,483723,9905,30,20
2205,454602,92403,51,19
2206,260700,73489,45,19
2207,427778,61777,43,37
2208,235821,62932,40,62
2209,68720,95143,50,36
2210,167485,5475,43,36
2211,129323,7897,57,37
2212,363452,95994,50,52
2213,282443,53013,42,23
2214,270361,75550,58,33
2215,367263,3567,23,40
2216,202106,75580,27,53
2217,344997,79662,39,21
2218,499058,14410,24,54
2219,463604,10824,46,53
2220,416328,75609,53,59
2221,241053,43638,40,57
2222,114697,99346,48,66
2223,220647,55141,41,58
2224,488189,99661,43,24
2225,409145,90564,49,25
2226,270115,22698,22,20
2227,428825,12452,39,34
2228,143453,31405,37,34
2229,151805,66969,39,43
2230,423568,35152,50,51
2231,102379,37956,24,18
2232,303206,76467,20,26
2233,250854,20954,20,46
2234,317485,88815,54,42
2235,313444,97810,30,21
2236,178158,9306,26,48
2237,154712,40642,33,52
2238,328322,12386,55,53
2239,220530,61046,32,69
2240,469354,74471,44,59
2241,72246,37220,29,22
2242,88900,15023,37,32
2243,434959,78316,28,62
2244,310206,53277,22,35
2245,310030,92918,22,66
2246,75708,79318,51,69
2247,148419,76940,34,33
2248,198168,27376,43,69
2249,359441,36610,57,24
2250,348018,83203,48,55
2251,247073,88197,54,60
2252,248437,33139,47,55
2253,168403,16123,59,47
2254,198552,74,42,25
2255,441508,74946,46,53
2256,420690,70808,38,38
2257,236294,46355,49,20
2258,212772,55102,22,59
2259,117532,69150,30,37
2260,423906,13713,40,29
2261,492665,50657,26,26
2262,444663,5835,32,32
2263,242561,48121,45,28
2264,381346,95274,40,63
2265,312946,4152,37,65
2266,479416,11397,56,54
2267,431909,68028,38,36
2268,239936,81313,55,38
2269,148954,45632,24,50
2270,358128,9945,48,37
2271,184373,31147,51,63
2272,117670,24904,45,25
2273,473864,26836,43,33
2274,494240,88554,56,54
2275,397794,78417,34,23
2276,386595,27020,50,69
2277,287677,73755,56,46
2278,241853,17820,50,26
2279,291240,43445,46,51
2280,439176,6418,20,67
2281,166401,78887,25,26
2282,167720,18200,40,58
2283,152668,28522,57,26
2284,380040,43389,42,49
2285,200651,9597,37,28
2286,146085,82199,20,37
2287,124173,32063,35,47
2288,75073,2269,38,54
2289,171372,87159,50,34
2290,415291,27557,54,50
2291,189293,17901,54,51
2292,317105,59232,55,25
2293,195513,17497,29,19
2294,376185,92902,36,45
2295,112377,28879,54,41
2296,280381,77477,59,61
2297,418898,13198,46,46
2298,361732,52212,26,43
2299,264377,39099,50,25
2300,444093,93478,32,59
2301,185414,82608,37,41
2302,409811,65309,28,34
2303,92607,51526,27,61
2304,188526,34306,59,33
2305,414811,25058,54,39
2306,55446,98173,43,31
2307,290288,12383,39,38
2308,100161,42229,38,18
2309,370280,7097,27,56
2310,490794,38706,45,55
2311,89395,3701,29,19
2312,351843,10113,24,20
2313,462221,94988,36,31
2314,316891,3496,24,30
2315,162377,75154,43,27
2316,211705,47744,20,22
2317,390697,75581,35,34
2318,123389,60075,41,19
2319,179804,44063,45,60
2320,358559,57417,34,57
2321,230096,82230,42,30
2322,225750,23125,27,68
2323,314270,18395,24,61
2324,153373,94534,47,48
2325,291195,4545,24,33
2326,412539,36924,21,68
2327,264447,56319,42,53
2328,488448,5719,25,23
2329,410489,58136,35,28
2330,245595,48551,57,24
2331,229659,86602,52,51
2332,236209,91197,34,36
2333,336008,49235,25,57
2334,98252,17186,52,20
2335,73096,289,20,40
2336,363562,4297,35,42
2337,105714,40588,27,69
2338,421006,8598,37,36
2339,301494,1153,49,66
2340,209886,29540,49,49
2341,318641,70357,34,18
2342,134213,14142,58,22
2343,313494,31225,42,46
2344,302300,85958,24,40
2345,476348,15482,36,40
2346,391144,33509,57,56
2347,496209,71108,26,61
2348,451371,30354,40,63
2349,482689,67494,59,45
2350,316986,53542,50,65
2351,422347,3832,44,65
2352,297224,5672,21,58
2353,310986,34135,44,42
2354,396062,54655,53,67
2355,101717,10519,39,21
2356,166670,12833,41,51
2357,320682,39395,37,57
2358,474454,97324,46,47
2359,424063,21169,21,63
2360,343907,38158,42,30
2361,284849,71655,43,22
2362,218417,5837,51,60
2363,197681,97985,58,30
2364,394667,23568,52,39
2365,288654,22507,35,51
2366,112943,91988,54,47
2367,346633,58945,41,43
2368,399081,90456,44,67
2369,352213,41704,40,25
2370,89619,7821,58,47
2371,349512,26062,42,34
2372,95501,86895,38,28
2373,371316,61449,31,35
2374,340574,23407,30,23
2375,229412,56740,53,34
2376,489275,74763,48,30
2377,313679,23504,34,21
2378,146678,34168,27,65
2379,372686,85177,21,52
2380,475901,38226,54,45
2381,240723,42981,50,18
2382,314311,80433,47,33
2383,211430,70148,34,36
2384,486342,57672,40,65
2385,362487,33994,25,26
2386,156417,89494,57,31
2387,429774,65809,44,22
2388,308391,7470,53,36
2389,85128,56681,21,27
2390,185632,78987,51,69
2391,184208,67282,51,31
2392,233094,57970,55,25
2393,320624,77968,48,65
2394,312913,71485,35,37
2395,302073,49959,46,40
2396,242989,82342,24,39
2397,57586,3871,46,53
2398,479104,13219,55,66
2399,319447,30685,58,68
2400,229588,41392,24,57
2401,57181,72998,42,57
2402,95850,22790,55,43
2403,179860,13633,46,54
2404,461210,17751,25,30
2405,471792,14254,26,24
2406,278473,10994,52,65
2407,341899,57365,31,56
2408,257027,52157,56,58
2409,103448,82476,46,67
2410,298116,8434,45,47
2411,60226,65000,46,33
2412,195206,80467,46,25
2413,431985,16256,58,44
2414,368348,2750,44,57
2415,355287,72409,53,60
2416,404500,15508,35,29
2417,142977,2261,39,37
2418,102662,72221,31,58
2419,377409,73525,46,54
2420,331152,55125,45,64
2421,401009,62703,54,44
2422,229572,82944,53,43
2423,408447,14121,24,33
2424,327532,31890,42,57
2425,440809,90292,45,65
2426,382125,8386,55,36
2427,401863,59449,42,22
2428,195076,95811,46,47
2429,148011,44346,40,31
2430,349472,95114,29,24
2431,257425,39060,36,41
2432,478814,5477,20,18
2433,429610,5482,31,42
2434,314170,36668,26,27
2435,285746,1967,21,34
2436,230331,9976,53,50
2437,193052,33785,51,41
2438,181369,77330,23,64
2439,152032,77387,50,39
2440,88420,22624,44,57
2441,473667,45174,51,51
2442,483785,28295,24,36
2443,261107,54270,46,26
2444,355790,32000,20,27
2445,313258,17869,36,32
2446,166715,44304,43,19
2447,144392,14132,59,64
2448,254498,13868,25,59
2449,347660,44845,31,53
2450,208365,13210,30,67
2451,451570,97802,54,54
2452,489819,16610,29,22
2453,379007,29119,51,37
2454,336998,73294,30,50
2455,429746,57860,34,63
2456,193111,64434,44,54
2457,337108,21314,50,31
2458,96416,9106,38,46
2459,404134,82370,58,63
2460,363843,16477,55,34
2461,250668,12791,49,18
2462,73362,60504,44,34
2463,284589,92378,28,28
2464,317511,88253,31,66
2465,161028,58048,36,41
2466,488345,653,48,25
2467,123503,99753,59,41
2468,322241,98634,21,47
2469,219908,40697,47,41
2470,124420,84996,44,69
2471,120706,32336,39,27
2472,296993,16259,27,29
2473,142416,28865,26,26
2474,355335,30722,20,69
2475,354414,20766,31,41
2476,153549,84489,52,46
2477,91306,93279,34,20
2478,352489,65902,31,59
2479,418734,70374,32,59
2480,311122,31178,39,63
2481,155409,5879,57,20
2482,400044,3697,57,43
2483,59656,75685,21,46
2484,478609,54715,41,54
2485,290630,27349,59,52
2486,450472,78281,36,29
2487,381443,11949,29,64
2488,121621,80961,47,27
2489,170494,28966,59,29
2490,185086,87995,58,36
2491,106175,16469,43,65
2492,340644,71948,30,45
2493,448683,90857,47,55
2494,390487,79998,27,35
2495,205908,82963,32,21
2496,76751,57604,54,44
2497,417641,91965,50,38
2498,431859,39615,20,39
2499,287790,76531,56,33
2500,89558,85984,57,21
2501,95400,461,25,26
2502,96592,24903,44,42
2503,465585,24535,29,23
2504,374628,29804,54,68
2505,383857,72741,55,53
2506,223379,33281,29,20
2507,400402,55248,49,24
2508,441164,81220,58,21
2509,362996,7748,46,42
2510,194129,92781,49,50
2511,123417,68268,45,55
2512,224667,99992,21,59
2513,483066,4290,32,23
2514,463336,49306,33,57
2515,480375,87776,59,29
2516,134962,57805,50,49
2517,279540,79872,59,50
2518,168637,113,53,19
2519,286231,20581,42,20
2520,113410,38537,36,29
2521,265193,88139,42,48
2522,357676,38814,20,42
2523,143537,50007,38,54
2524,295372,57890,28,23
2525,185907,64914,46,56
2526,53220,15263,29,31
2527,80667,30368,26,62
2528,377590,63587,20,30
2529,337305,45093,39,42
2530,250981,87329,51,34
2531,412119,69063,36,66
2532,230655,61895,25,46
2533,408786,88152,55,28
2534,405292,42988,49,38
2535,489204,83062,36,35
2536,232870,76330,30,49
2537,115206,32143,20,18
2538,231880,42529,29,34
2539,180369,93295,47,46
2540,400931,94040,45,49
2541,60497,68063,49,33
2542,247377,67164,27,35
2543,329933,32749,49,56
2544,221038,43032,54,59
2545,324166,96053,56,30
2546,398344,61537,23,60
2547,107669,39703,42,20
2548,78268,5341,25,44
2549,187989,66187,25,22
2550,280586,61201,32,24
2551,172870,8510,31,27
2552,261532,75319,45,43
2553,317756,51320,26,51
2554,298194,57494,32,52
2555,175730,72810,32,62
2556,308818,93787,31,68
2557,236836,25744,59,59
2558,334367,40828,39,65
2559,248698,1464,22,22
2560,294149,28010,25,24
2561,469838,46167,32,59
2562,184767,80288,56,37
2563,463448,88997,22,58
2564,339733,19830,30,36
2565,351867,27145,40,66
2566,122511,92681,22,49
2567,183433,80816,22,29
2568,498703,10156,43,31
2569,191931,63589,23,45
2570,224918,65781,34,28
2571,157937,44743,55,56
2572,367495,78349,23,55
2573,194277,68421,53,61
2574,191777,94014,49,33
2575,302402,73110,30,66
2576,249490,85256,43,31
2577,351681,57391,58,49
2578,378793,7835,58,19
2579,50071,69119,39,18
2580,436199,41607,28,64
2581,352558,90482,51,47
2582,466394,93174,56,51
2583,124164,77346,39,20
2584,329682,17864,53,56
2585,224214,45958,30,27
2586,451211,68163,47,39
2587,310860,84879,48,68
2588,279042,41895,21,50
2589,160564,8205,54,45
2590,299268,31218,49,19
2591,155372,47418,31,61
2592,399464,16134,47,23
2593,264699,25435,57,60
2594,371602,363,25,44
2595,85005,65316,37,26
2596,455861,80103,43,56
2597,147842,5939,28,55
2598,470887,53918,29,35
2599,314070,99699,36,40
2600,327851,67989,45,47
2601,360162,50299,26,54
2602,333889,6789,31,54
2603,87422,50750,40,23
2604,257325,10694,34,55
2605,418845,67654,32,47
2606,464687,26334,30,20
2607,102047,95543,46,65
2608,465230,60638,45,61
2609,346056,18656,48,25
2610,55189,37032,42,49
2611,67282,83073,51,55
2612,376663,78365,28,35
2613,50863,21447,34,49
2614,460182,55689,45,23
2615,192170,40875,55,21
2616,160470,28961,35,27
2617,133241,94378,28,52
2618,385789,23106,34,48
2619,180873,71903,47,36
2620,497995,6110,44,22
2621,105683,96467,48,36
2622,267043,44557,24,47
2623,201202,91358,41,48
2624,434459,90740,37,27
2625,402989,80881,28,26
2626,174747,39247,28,65
2627,489619,46481,58,61
2628,318987,20514,31,22
2629,384903,15801,49,54
2630,279999,20616,30,61
2631,287888,45759,58,30
2632,276609,11182,30,27
2633,236150,49694,32,21
2634,69515,19827,30,38
2635,92861,99509,55,61
2636,385614,73413,24,49
2637,410401,69092,24,24
2638,470810,16085,38,50
2639,149907,30219,45,34
2640,82109,49759,41,31
2641,447750,54583,40,30
2642,324537,50511,24,37
2643,198106,94243,26,23
2644,409125,33341,51,20
2645,136846,744,47,63
2646,344081,33805,20,31
2647,458860,29089,35,64
2648,404069,5613,20,62
2649,94252,55689,58,43
2650,416109,7419,23,61
2651,229030,71625,56,57
2652,394927,47721,48,62
2653,188534,45121,29,43
2654,111567,7121,57,29
2655,489459,35398,48,48
2656,226658,77809,27,26
2657,300249,86660,38,54
2658,274050,28,24,42
2659,202895,1251,25,31
2660,231423,47097,46,18
2661,453359,8635,32,22
2662,401641,95659,57,57
2663,79244,6605,57,29
2664,277699,62403,53,54
2665,231536,32022,57,31
2666,93445,70666,40,41
2667,463898,73170,44,59
2668,347593,40964,41,60
2669,269079,6790,33,36
2670,246244,19400,21,22
2671,64510,26908,59,34
2672,319886,75856,33,31
2673,144618,15049,53,56
2674,401111,85237,21,21
2675,107541,54358,36,33
2676,387315,12791,57,57
2677,194270,93456,38,27
2678,168047,41803,43,26
2679,248550,87983,32,27
2680,124665,41143,42,24
2681,124023,48344,45,30
2682,161142,22479,24,37
2683,133995,6177,49,57
2684,67316,58182,28,34
2685,69536,94538,54,63
2686,425918,50082,42,62
2687,327212,45318,55,50
2688,105538,68384,31,35
2689,444579,95537,59,44
2690,213324,67954,43,44
2691,80389,45652,52,21
2692,389914,17588,26,19
2693,115480,27704,47,30
2694,479346,45735,48,43
2695,310949,19822,47,68
2696,111283,19760,37,45
2697,346016,23808,48,69
2698,378925,98034,51,22
2699,85901,96975,46,38
2700,298985,94930,50,35
2701,369908,62933,52,61
2702,421960,34540,40,66
2703,272107,99180,33,58
2704,70095,87260,30,23
2705,455284,26845,55,63
2706,60263,97487,25,63
2707,145135,70306,26,53
2708,444628,40826,43,53
2709,272677,52154,27,46
2710,90194,98613,32,66
2711,233558,26331,25,64
2712,141599,16759,32,51
2713,149387,68185,25,32
2714,364627,2631,31,40
2715,267635,27512,26,68
2716,81524,56949,42,22
2717,182547,44247,27,50
2718,322786,22001,34,34
2719,179146,66443,22,27
2720,159733,26269,26,48
2721,147523,31757,39,31
2722,244308,91085,55,41
2723,125163,51038,29,40
2724,345829,96006,41,66
2725,331145,66985,51,33
2726,313794,4058,26,67
2727,392911,23449,50,66
2728,234496,83477,28,47
2729,125813,79454,51,45
2730,466215,37141,25,25
2731,281506,55377,37,56
2732,471907,54519,49,36
2733,192666,49006,47,52
2734,129661,81966,25,65
2735,57981,41336,36,37
2736,63699,73902,26,23
2737,71914,42452,30,21
2738,328406,9566,56,42
2739,247770,3903,23,47
2740,248535,33038,32,31
2741,128516,91504,45,69
2742,456588,29488,50,48
2743,189494,37683,21,67
2744,373738,90960,23,65
2745,158539,187,44,69
2746,343129,12620,27,57
2747,263295,39628,29,26
2748,299843,84603,59,52
2749,248195,39987,28,40
2750,320223,96935,30,22
2751,174535,15242,23,31
2752,324961,17733,31,29
2753,399204,43009,21,29
2754,488471,49989,31,34
2755,71909,12520,52,22
2756,197942,57437,29,68
2757,189714,36478,48,69
2758,331599,71949,50,25
2759,75215,17834,37,45
2760,473220,62211,36,49
2761,285912,41196,39,30
2762,325899,17775,43,67
2763,167579,71350,43,46
2764,102422,11200,59,59
2765,64972,52182,30,31
2766,92126,87173,54,58
2767,429015,51790,29,33
2768,267244,84971,44,46
2769,366401,54476,31,24
2770,158021,82205,37,49
2771,356442,65584,53,18
2772,193031,2129,44,19
2773,405168,11500,28,43
2774,129189,23517,49,35
2775,333874,54961,40,37
2776,267406,86177,20,20
2777,272089,80797,20,67
2778,107905,69211,51,26
2779,200590,56120,57,65
2780,203280,65580,37,41
2781,193873,60172,26,63
2782,340787,47953,50,68
2783,375255,88488,29,23
2784,471655,13828,56,61
2785,281769,73491,33,68
2786,93545,50521,36,18
2787,140289,55816,54,59
2788,217262,86980,29,69
2789,130771,30978,52,58
2790,124520,95087,36,51
2791,470696,9001,32,62
2792,450087,52655,54,21
2793,363075,4668,33,67
2794,455419,63157,56,19
2795,450726,64957,58,55
2796,268719,55073,43,57
2797,453151,67858,41,39
2798,335571,94431,22,69
2799,499349,80006,45,57
2800,57905,61506,54,23
2801,265652,90549,30,36
2802,166195,825,37,46
2803,286821,83367,47,31
2804,65076,39506,50,54
2805,119486,38935,49,57
2806,229447,45344,40,50
2807,123048,7911,56,35
2808,279289,80788,32,25
2809,388198,76280,25,55
2810,81609,53171,59,33
2811,463995,47988,23,32
2812,494140,24003,51,56
2813,237323,99051,29,39
2814,184414,89338,55,40
2815,161952,64820,38,42
2816,357213,52013,40,44
2817,320944,66985,25,25
2818,281252,90846,37,19
2819,171371,65601,48,56
2820,54528,4009,33,62
2821,401208,87945,50,30
2822,250398,24626,30,42
2823,408866,71612,31,26
2824,145019,73543,36,42
2825,326311,10279,25,64
2826,482568,79940,37,37
2827,197535,42030,47,61
2828,485263,73979,33,54
2829,108510,15420,28,65
2830,431782,44390,48,52
2831,415600,55167,46,67
2832,170445,96312,55,34
2833,352548,47021,54,44
2834,213933,10107,42,60
2835,302167,13312,55,56
2836,71062,88578,23,40
2837,149390,69600,38,55
2838,189375,54364,43,29
2839,142835,49286,57,42
2840,228996,7919,56,18
2841,53999,29891,22,26
2842,297601,15569,56,62
2843,481145,40093,41,63
2844,398837,46740,25,59
2845,448440,30348,37,49
2846,260357,80525,55,38
2847,256604,14173,30,30
2848,450278,80424,22,20
2849,449423,45056,53,62
2850,58880,43982,51,61
2851,409334,90597,48,42
2852,83725,9118,47,46
2853,485973,3383,30,52
2854,422300,3507,34,66
2855,161251,63682,45,34
2856,471456,25046,25,25
2857,250851,77447,26,19
2858,319620,59277,49,21
2859,419547,44480,46,69
2860,465595,2661,38,62
2861,189564,77870,40,36
2862,193774,11746,53,65
2863,192984,77044,22,67
2864,189560,62407,59,40
2865,183474,37972,34,35
2866,152392,72308,52,63
2867,230486,4000,36,36
2868,136410,29849,24,51
2869,385791,22663,29,55
2870,245427,41896,36,68
2871,170928,53370,27,51
2872,292207,13985,48,69
2873,344624,24564,38,67
2874,122932,46487,33,61
2875,273898,49780,29,47
2876,468685,57278,34,22
2877,165360,46520,43,61
2878,491583,1989,40,59
2879,346551,91661,44,60
2880,250871,74735,30,50
2881,412175,30612,52,27
2882,433380,53069,27,56
2883,148123,68166,33,59
2884,385390,94668,35,64
2885,311319,62171,28,30
2886,327082,87635,44,33
2887,51729,67486,23,34
2888,464904,92743,46,59
2889,310149,35252,32,41
2890,351174,22716,45,42
2891,219153,34540,47,44
2892,72081,15740,21,35
2893,215130,47575,23,23
2894,52136,79029,35,23
2895,333487,27758,51,18
2896,465972,70138,46,58
2897,389262,50451,24,30
2898,397001,76118,51,24
2899,451317,86642,46,36
2900,182783,33412,21,42
2901,405062,96381,45,21
2902,88804,90100,31,28
2903,264451,35115,27,69
2904,367132,80484,40,48
2905,184133,93786,30,46
2906,471263,7479,46,62
2907,229811,12229,52,52
2908,312056,46222,35,56
2909,210665,89846,56,34
2910,371995,11152,39,66
2911,345404,53176,29,35
2912,357174,9984,47,26
2913,179167,53009,29,41
2914,145530,43241,44,33
2915,483220,48497,24,31
2916,105441,70739,59,35
2917,285782,75262,45,69
2918,391518,187,44,19
2919,216900,37079,31,55
2920,74273,89355,52,29
2921,167181,24531,25,49
2922,393233,91840,51,47
2923,118789,99338,51,67
2924,89495,41267,39,27
2925,190426,69346,22,34
2926,160647,87598,40,44
2927,342410,99318,43,41
2928,66276,3036,43,67
2929,393660,1380,47,30
2930,146406,36511,27,57
2931,432173,55108,23,29
2932,300308,37781,30,68
2933,201613,27912,57,35
2934,170190,92409,25,21
2935,406429,25102,34,41
2936,273780,61926,54,53
2937,226728,42140,22,48
2938,176722,43955,34,44
2939,123184,50036,42,23
2940,151372,31156,50,28
2941,324704,21051,25,23
2942,166565,87042,36,51
2943,406517,14978,54,29
2944,211277,2623,55,32
2945,54692,97257,51,40
2946,286641,33100,52,27
2947,215554,91697,56,34
2948,250911,74033,56,67
2949,72895,37893,42,67
2950,493019,28518,33,33
2951,473242,25456,58,41
2952,345270,20112,24,41
2953,425512,6406,49,41
2954,148103,38614,28,55
2955,60327,93437,33,61
2956,309659,5462,31,65
2957,345955,41643,21,36
2958,434728,94027,46,32
2959,290449,68309,25,24
2960,209751,38157,46,50
2961,84124,2360,50,36
2962,479748,85087,50,53
2963,488266,90051,20,34
2964,349992,91171,30,25
2965,290277,84197,57,39
2966,328154,20991,45,21
2967,446776,46153,57,41
2968,194771,81610,46,26
2969,415259,6020,24,29
2970,227886,64374,26,37
2971,279849,63785,37,25
2972,163406,27870,36,52
2973,289753,54870,32,36
2974,269949,76709,34,63
2975,137656,78342,41,64
2976,112351,1728,44,42
2977,90816,99247,38,32
2978,490684,72442,35,63
2979,188533,52992,49,41
2980,498738,68567,50,48
2981,133674,77230,46,66
2982,190661,76725,44,22
2983,378518,92122,23,21
2984,365268,73677,50,48
2985,55943,22785,52,37
2986,140171,87937,35,49
2987,231398,67241,20,65
2988,78106,76751,21,60
2989,251031,82246,39,65
2990,191083,89045,56,19
2991,157701,3826,25,43
2992,200927,99156,27,20
2993,273468,93223,29,58
2994,453844,71566,51,61
2995,488528,42949,26,37
2996,173230,81307,48,65
2997,210958,87791,23,63
2998,372109,29124,48,49
2999,342768,88050,47,66
3000,481552,96045,38,64
3001,474914,56592,48,58
3002,321560,98597,22,36
3003,181792,45963,25,32
3004,452589,63337,27,26
3005,147853,60887,21,49
3006,491548,66768,28,69
3007,302140,23503,21,25
3008,153863,75629,45,46
3009,105110,59379,29,42
3010,399225,87103,50,68
3011,445060,31401,45,51
3012,208212,89961,42,66
3013,346063,18094,50,32
3014,326514,44931,53,52
3015,479690,44103,36,47
3016,499243,66255,24,22
3017,311028,53050,46,54
3018,243111,64635,31,36
3019,157935,18913,59,27
3020,144292,55192,38,51
3021,344942,99038,36,46
3022,419740,13593,54,50
3023,184759,58511,54,20
3024,440145,80288,37,31
3025,438643,86873,41,34
3026,428097,52672,59,64
3027,467529,13061,26,38
3028,174560,70952,46,66
3029,196711,70724,44,26
3030,412058,87585,55,29
3031,283761,67815,25,21
3032,138858,82369,40,44
3033,487039,56377,43,67
3034,129198,43545,57,58
3035,140215,37470,47,69
3036,87274,41562,54,62
3037,404241,44626,44,33
3038,364219,88178,39,18
3039,53209,17902,36,27
3040,124537,73600,27,54
3041,245080,63530,36,56
3042,244702,60926,33,36
3043,464441,3408,52,33
3044,492320,86308,57,57
3045,381966,30185,21,19
3046,162087,63995,43,27
3047,320059,70332,27,25
3048,62082,4214,33,27
3049,432992,68221,40,33
3050,414952,43018,27,28
3051,395909,29394,39,47
3052,105098,82768,55,19
3053,112102,89530,51,62
3054,250113,46698,45,42
3055,420282,31028,37,29
3056,63992,12326,51,69
3057,337343,24810,45,22
3058,77658,6115,25,61
3059,376875,5313,29,62
3060,53227,20230,25,58
3061,80887,54653,46,69
3062,198270,48158,41,43
3063,247572,92079,58,36
3064,457100,69164,27,59
3065,403930,8207,45,39
3066,497974,7554,56,18
3067,231360,438,55,38
3068,80559,13893,57,25
3069,471287,4051,31,63
3070,127418,82719,35,24
3071,367889,39294,40,29
3072,492738,51340,48,65
3073,322188,97690,59,55
3074,435071,82733,35,43
3075,348489,8620,34,65
3076,478826,5057,57,53
3077,57866,91069,38,51
3078,269487,64258,58,21
3079,166020,65394,22,31
3080,289620,40212,21,54
3081,296467,11236,25,24
3082,482130,66803,49,50
3083,86647,71154,58,67
3084,425587,33546,25,58
3085,255680,14069,57,25
3086,224803,77030,49,45
3087,193198,42322,28,50
3088,244393,90437,45,60
3089,101938,41671,44,27
3090,314139,73326,55,45
3091,168983,14966,24,44
3092,324865,79501,28,69
3093,254465,70931,47,34
3094,246834,28075,25,19
3095,433450,50927,40,69
3096,290140,26357,54,67
3097,481191,30034,30,47
3098,395547,73346,45,18
3099,458982,1587,51,43
3100,442884,99073,36,24
3101,434264,84765,31,50
3102,279213,47438,20,42
3103,195735,87963,56,68
3104,456945,95767,30,37
3105,122388,20381,52,33
3106,81721,59517,48,33
3107,386815,90636,37,56
3108,447772,40169,25,49
3109,50797,74959,35,31
3110,378772,76440,56,21
3111,162993,17386,45,44
3112,181001,8350,33,36
3113,139763,10013,23,56
3114,417933,65231,52,23
3115,389896,9291,58,61
3116,277844,58338,50,43
3117,497508,11631,46,66
3118,234311,77575,24,34
3119,283729,21401,54,44
3120,436347,16949,39,27
3121,192645,3893,44,28
