id,salary_cents,bonus_cents,hours_per_week,age
26091,281008,4464,30,24
26092,454088,31526,23,40
26093,248605,67220,51,44
26094,173068,28570,38,19
26095,450148,20257,27,19
26096,130359,30526,32,39
26097,297451,45047,54,61
26098,177053,87052,47,38
26099,388430,67396,25,21
26100,487420,22021,23,45
26101,130438,91242,53,32
26102,391745,51997,48,64
26103,330926,22469,44,55
26104,60849,16419,22,36
26105,182818,61263,21,24
26106,233434,19812,44,21
26107,428620,76320,53,55
26108,391760,66238,40,39
26109,254165,44109,35,64
26110,307076,67275,36,66
26111,287428,34749,59,30
26112,262064,59952,27,34
26113,460234,1109,21,65
26114,137417,34903,29,36
26115,454006,63479,36,19
26116,388272,72213,42,20
26117,207976,97833,33,67
26118,155856,50293,33,45
26119,301213,50674,54,33
26120,125171,11897,31,42
26121,279174,42928,55,55
26122,320982,75659,49,38
26123,162133,42230,48,69
26124,406975,33622,44,19
26125,106418,62488,57,49
26126,471461,35352,21,47
26127,69128,25472,21,26
26128,354913,26052,52,24
26129,276143,7682,46,31
26130,363582,20884,54,59
26131,283236,39894,36,36
26132,161046,7089,48,44
26133,222258,93788,33,29
26134,366861,81563,55,42
26135,427543,84605,27,23
26136,218271,75862,32,57
26137,265954,21811,59,37
26138,140193,62379,59,35
26139,70960,3256,22,50
26140,418128,59283,51,63
26141,464425,27551,31,68
26142,358898,12785,36,36
26143,141282,21903,57,54
26144,53885,74677,45,25
26145,288796,1673,57,55
26146,490901,55744,50,68
26147,156026,71115,37,37
26148,93590,25321,55,69
26149,364425,88761,36,69
26150,66169,68865,48,23
26151,79841,66759,20,42
26152,273938,56989,43,55
26153,148282,38877,31,41
26154,479252,54322,38,49
26155,437840,43264,27,40
26156,267590,30637,51,25
26157,466534,93015,39,49
26158,418587,89943,59,19
26159,413412,65822,42,18
26160,135879,46783,29,37
26161,217603,8401,38,44
26162,285944,98437,24,41
26163,409758,8549,34,25
26164,134334,74764,34,62
26165,257535,93246,49,60
26166,490683,50914,57,48
26167,441976,36415,30,30
26168,337936,99393,58,33
26169,343181,7922,35,40
26170,209587,87233,35,26
26171,425265,3509,49,62
26172,185137,84722,44,21
26173,407754,88020,34,43
26174,176582,71506,43,30
26175,74606,76123,47,63
26176,312021,19285,23,32
26177,316530,17225,51,56
26178,452586,58830,22,32
26179,343049,89103,34,62
26180,117410,1486,21,37
26181,437479,65709,40,50
26182,213853,93156,52,55
26183,493601,86973,44,40
26184,89567,23894,42,38
26185,274448,28281,20,66
26186,489928,95190,57,19
26187,184686,31496,30,66
26188,315160,6743,47,58
26189,64342,89653,36,38
26190,448608,79702,27,61
26191,149973,43192,53,43
26192,316946,88997,33,53
26193,401774,9162,23,53
26194,178150,82102,23,49
26195,403042,15936,40,26
26196,384202,12414,31,39
26197,300405,97995,22,31
26198,358883,39898,40,25
26199,273551,14081,24,50
26200,82880,19267,47,20
26201,51226,25998,58,69
26202,480955,62638,33,27
26203,421053,32552,46,61
26204,374854,54829,36,59
26205,419946,36613,24,62
26206,469317,40515,27,31
26207,272175,40031,50,46
26208,481205,92876,24,22
26209,259696,95207,58,33
26210,420315,38378,24,54
26211,396152,56128,30,57
26212,340248,45501,59,25
26213,246785,31372,41,34
26214,373844,93562,59,44
26215,354892,75029,34,61
26216,89759,59115,22,56
26217,281239,74539,28,64
26218,267766,89430,48,30
26219,361282,29058,47,69
26220,111816,12849,20,52
26221,170398,83864,27,67
26222,83187,89674,59,26
26223,133950,14668,53,52
26224,170699,48528,58,69
26225,321273,1725,25,53
26226,119722,99762,57,23
26227,343493,62328,59,43
26228,162660,41793,59,62
26229,161651,19124,23,49
26230,271722,814,34,18
26231,108555,79994,52,58
26232,418429,4381,20,62
26233,268043,10935,25,69
26234,218591,26224,30,63
26235,196235,22896,54,25
26236,64783,37206,52,36
26237,458785,18810,47,41
26238,304509,98454,46,52
26239,63813,88661,58,22
26240,250298,7356,29,28
26241,287140,96845,22,69
26242,211681,54038,29,44
26243,314616,2097,26,65
26244,395482,21957,48,28
26245,353590,31110,46,39
26246,268399,15425,31,64
26247,302617,21522,33,50
26248,283005,70747,58,29
26249,470501,93737,41,57
26250,483441,58871,37,60
26251,120683,35331,43,65
26252,233183,8724,41,29
26253,424475,72014,28,38
26254,325547,78173,21,52
26255,389997,94259,33,18
26256,342750,85833,37,24
26257,333883,24973,50,35
26258,51883,64308,51,57
26259,275811,8668,44,50
26260,398933,91872,31,34
26261,161718,39117,55,34
26262,64596,49004,23,29
26263,158527,12981,29,67
26264,287618,29277,57,59
26265,182920,85734,57,33
26266,229586,11208,24,68
26267,207406,97780,25,65
26268,246998,97863,35,48
26269,453064,42430,49,47
26270,161860,72051,30,42
26271,114059,42502,21,18
26272,68305,6036,29,64
26273,160979,15075,39,19
26274,286374,54198,34,19
26275,498544,32459,24,51
26276,212531,92088,22,59
26277,479790,1094,49,33
26278,236166,74009,53,37
26279,363472,20438,33,63
26280,307915,20706,47,32
26281,256171,57951,39,65
26282,426771,37032,50,31
26283,123469,59788,22,41
26284,362339,61816,38,40
26285,84779,83502,57,34
26286,462522,59619,38,54
26287,64758,29112,34,18
26288,436025,18338,32,32
26289,262852,24425,29,38
26290,244332,24428,50,66
26291,433993,82392,30,20
26292,125810,8695,46,27
26293,265220,55195,24,63
26294,272249,23813,21,46
26295,402426,96414,31,63
26296,52421,94764,29,30
26297,221817,90083,21,59
26298,397800,67944,49,46
26299,256275,31461,32,23
26300,419534,41357,36,59
26301,62650,41565,35,53
26302,368427,14278,53,60
26303,61626,42122,26,26
26304,477373,9746,46,43
26305,314014,31923,41,56
26306,312630,50227,54,65
26307,397690,60701,24,66
26308,338492,22625,54,68
26309,216341,76945,24,50
26310,183545,91650,43,28
26311,264271,56331,52,61
26312,207469,17949,57,50
26313,404318,26532,21,60
26314,433176,16938,45,67
26315,54807,99807,42,38
26316,467750,69767,39,27
26317,96907,54729,32,67
26318,354473,48100,55,18
26319,132714,6710,43,46
26320,302996,99230,44,53
26321,202194,31748,58,34
26322,110618,31911,35,34
26323,416513,14996,41,36
26324,239804,20572,22,18
26325,443370,25171,40,55
26326,377448,42946,42,35
26327,390395,57445,55,52
26328,365177,2457,41,55
26329,76935,4832,32,54
26330,365460,30827,53,26
26331,181710,51171,46,29
26332,477501,25437,22,31
26333,186678,82574,39,39
26334,101862,82975,31,59
26335,134754,48528,48,19
26336,91117,40628,37,36
26337,438795,42779,43,67
26338,388138,84133,20,27
26339,311831,73314,50,42
26340,400422,32613,34,20
26341,249735,48449,29,25
26342,135119,87582,24,63
26343,379109,42049,43,27
26344,110302,65921,39,21
26345,104291,52965,44,64
26346,299913,9430,54,58
26347,309512,11897,20,66
26348,409024,26210,57,42
26349,118490,17612,29,21
26350,143670,8382,53,53
26351,260944,24807,58,60
26352,487267,81145,55,64
26353,491808,60254,52,68
26354,159597,49412,39,48
26355,416206,36236,49,47
26356,211442,4882,52,67
26357,146083,80641,24,26
26358,337024,65701,57,41
26359,440796,67569,24,22
26360,287655,97200,23,51
26361,53220,54419,44,47
26362,416570,8753,40,54
26363,216289,43174,58,41
26364,371112,84422,37,33
26365,378417,91424,58,68
26366,380649,61299,32,55
26367,289894,14601,29,65
26368,388861,51912,46,31
26369,180433,60916,28,36
26370,479019,71528,31,61
26371,249291,82447,44,57
26372,123862,3740,54,63
26373,52964,99811,29,40
26374,201005,94032,42,64
26375,416005,10916,52,34
26376,260808,45855,42,29
26377,131683,13459,23,41
26378,378365,38604,22,54
26379,86966,47660,30,69
26380,71769,92571,46,23
26381,353416,23092,23,41
26382,445634,26914,40,36
26383,271382,68132,23,21
26384,268442,5486,27,61
26385,343880,97151,56,26
26386,247834,77576,31,69
26387,429095,99608,20,24
26388,391219,17042,28,65
26389,489521,72204,41,68
26390,157667,62495,59,37
26391,232443,52194,58,67
26392,393893,26107,55,49
26393,70602,38646,34,49
26394,197835,53954,58,58
26395,140614,422,23,61
26396,109943,57567,22,40
26397,165801,68305,20,53
26398,307053,10203,34,38
26399,380012,78374,35,30
26400,418364,32570,59,44
26401,397108,94683,22,41
26402,127428,27538,59,65
26403,339725,20402,31,63
26404,173686,70995,34,35
26405,78976,19277,24,62
26406,93079,70805,45,25
26407,375106,74747,25,56
26408,255176,12756,31,61
26409,255690,22910,58,69
26410,495558,43451,42,50
26411,327904,77306,52,56
26412,224992,17340,30,36
26413,339557,1059,49,59
26414,345155,89709,22,40
26415,259801,38537,22,44
26416,335266,30307,35,33
26417,350323,80926,50,51
26418,247306,33086,45,47
26419,254376,6785,48,28
26420,256421,69451,22,26
26421,138293,2806,22,64
26422,75817,82989,46,54
26423,181909,38344,39,48
26424,125899,16594,32,39
26425,475396,93242,52,32
26426,393183,63623,25,20
26427,134603,3402,47,30
26428,66102,30758,58,66
26429,453233,83009,59,38
26430,219293,49660,49,69
26431,408256,97207,54,35
26432,474866,47928,44,57
26433,139605,11561,37,35
26434,268212,66964,59,20
26435,442599,39890,43,45
26436,65005,57000,33,27
26437,305328,87574,48,26
26438,235365,77202,37,65
26439,424471,8205,50,19
26440,250561,84160,33,41
26441,146975,43215,42,51
26442,407851,27662,36,26
26443,116319,44226,27,24
26444,414338,88357,26,64
26445,463494,43324,35,45
26446,107167,84432,28,54
26447,339255,50154,36,68
26448,255891,89907,22,48
26449,189307,70256,24,42
26450,218631,99328,38,41
26451,153858,85332,40,25
26452,217446,3407,35,57
26453,377747,48385,26,43
26454,200099,77205,29,47
26455,483127,46755,49,28
26456,441649,75251,35,30
26457,484870,89444,45,40
26458,108500,625,47,68
26459,394241,45098,38,39
26460,295710,14437,23,59
26461,94829,34596,34,29
26462,91512,35205,34,37
26463,444331,24071,30,44
26464,496952,54232,43,59
26465,348092,71125,40,26
26466,60048,47452,22,56
26467,279617,82023,25,49
26468,254402,1051,52,64
26469,60712,81288,54,45
26470,107616,31324,48,61
26471,187522,91555,56,24
26472,55775,50773,53,38
26473,345099,64248,31,65
26474,108882,2610,31,19
26475,172046,3526,36,55
26476,362516,68076,54,31
26477,380341,99715,51,63
26478,397114,14044,56,51
26479,162080,81460,54,62
26480,291955,48069,20,51
26481,382374,63828,22,40
26482,387802,33851,33,21
26483,349377,5819,53,58
26484,388039,78468,48,55
26485,254314,44789,25,36
26486,179952,31404,39,68
26487,382697,35305,57,47
26488,263458,80851,49,65
26489,104510,50774,39,61
26490,102012,61528,25,25
26491,66441,99362,56,46
26492,466680,5310,35,18
26493,419811,3893,21,27
26494,399354,21269,31,65
26495,282250,5025,44,55
26496,160332,20745,20,60
26497,288302,23193,56,49
26498,195320,26296,58,60
26499,123582,82481,49,29
26500,125488,92294,26,64
26501,394085,66174,25,42
26502,411680,88183,34,23
26503,378827,5684,26,32
26504,399548,19455,39,36
26505,88451,38400,42,65
26506,332256,53382,25,28
26507,318973,39998,24,39
26508,436528,33947,23,34
26509,68888,35691,43,60
26510,142797,66893,20,35
26511,135713,22382,39,19
26512,186071,51865,44,37
26513,250243,7272,57,26
26514,395191,21403,52,32
26515,204016,9929,57,36
26516,493303,53429,57,52
26517,151340,72284,46,52
26518,167820,98728,34,33
26519,259291,26852,27,38
26520,301849,28155,58,22
26521,454117,60534,31,47
26522,309460,64416,22,42
26523,370513,28716,46,24
26524,244779,99582,29,25
26525,302997,53287,37,25
26526,182450,74402,47,29
26527,346626,64547,36,67
26528,111447,37976,25,41
26529,456275,22856,30,62
26530,457076,353,39,49
26531,214588,85694,30,42
26532,141086,56678,40,31
26533,367312,82986,27,49
26534,207858,57636,56,28
26535,221122,64941,36,52
26536,372877,89210,31,22
26537,308452,83256,20,40
26538,233990,63711,41,51
26539,148879,19150,24,47
26540,482860,10750,29,24
26541,161155,10145,31,49
26542,53996,30309,25,22
26543,284773,96574,24,24
26544,275701,69944,23,34
26545,63377,75058,32,64
26546,237536,82998,51,41
26547,59515,14774,20,64
26548,135421,89592,21,29
26549,250364,88781,44,32
26550,155829,6732,25,55
26551,237660,21606,22,42
26552,317538,8270,51,50
26553,151256,93305,24,56
26554,362300,22353,47,53
26555,324402,74452,34,58
26556,298159,48824,31,30
26557,280244,92637,42,35
26558,172216,49930,47,64
26559,417838,86117,32,46
26560,355914,45723,41,36
26561,143954,91812,51,46
26562,359474,76097,38,60
26563,73409,43654,28,50
26564,296022,75593,27,55
26565,437546,92541,44,45
26566,279984,70993,55,50
26567,470465,99900,56,37
26568,269331,44916,39,20
26569,439060,42452,52,38
26570,429452,28031,32,59
26571,343351,74406,38,66
26572,195076,63218,40,43
26573,184531,11662,26,44
26574,193312,6482,48,21
26575,321052,66756,23,64
26576,125217,58206,48,68
26577,342130,33763,49,19
26578,209399,1302,52,29
26579,276474,79917,42,63
26580,85719,23897,34,45
26581,378216,8985,59,62
26582,159238,43885,53,61
26583,437542,42751,57,24
26584,487102,72351,26,39
26585,276008,91185,58,48
26586,351953,96535,46,29
26587,258899,3858,23,45
26588,403710,54060,26,39
26589,301943,78524,22,69
26590,190134,24888,21,69
26591,97415,35347,21,59
26592,488607,50665,39,32
26593,308151,18849,38,67
26594,170145,76847,39,47
26595,358559,43043,36,19
26596,426770,8069,28,21
26597,382816,24694,38,33
26598,191986,58389,37,55
26599,61097,17927,55,22
26600,188679,36136,28,50
26601,75630,1640,34,35
26602,233040,21969,46,21
26603,344592,74508,28,66
26604,136025,3905,26,29
26605,297936,76450,39,61
26606,145120,74637,52,40
26607,405753,94798,43,28
26608,239438,77756,23,24
26609,133530,6553,55,66
26610,199461,56397,34,30
26611,257387,93750,54,58
26612,289155,69577,36,49
26613,447967,35602,22,60
26614,324993,22182,32,55
26615,151960,74843,22,57
26616,425108,65852,41,25
26617,192088,59485,39,66
26618,409152,90461,48,50
26619,324231,39031,36,44
26620,59038,17421,57,67
26621,444938,96141,48,69
26622,211707,76818,46,42
26623,250814,20223,56,38
26624,232820,15823,45,28
26625,262592,92937,31,21
26626,403294,88553,52,30
26627,427517,40146,41,60
26628,406758,10693,40,36
26629,461674,76852,47,19
26630,262402,22390,39,57
26631,225683,80320,56,36
26632,84389,99974,32,20
26633,333161,26466,39,34
26634,237513,22135,28,37
26635,105619,86623,48,52
26636,237057,9503,26,46
26637,122835,92858,37,46
26638,242535,72068,26,58
26639,331503,67988,45,33
26640,169080,8755,54,66
26641,324792,78467,46,39
26642,353234,4916,30,24
26643,171716,22112,24,20
26644,268625,66143,49,29
26645,293769,13499,32,24
26646,409755,48479,32,67
26647,301762,85559,48,63
26648,94773,42112,55,41
26649,217537,61054,27,21
26650,422393,43121,52,27
26651,404634,85707,51,23
26652,241799,41592,27,20
26653,342340,58424,35,18
26654,61175,63860,41,52
26655,172066,32735,34,30
26656,158334,60186,26,61
26657,398476,11141,34,64
26658,396207,39994,39,47
26659,116584,55523,20,29
26660,429581,24893,44,29
26661,211396,29271,22,28
26662,103483,29,20,53
26663,54794,87494,56,61
26664,312071,74959,47,28
26665,101717,77361,49,49
26666,279449,86050,36,24
26667,103716,66605,42,45
26668,189903,94991,22,57
26669,95281,9335,58,57
26670,407450,349,39,60
26671,443446,88324,53,29
26672,402894,17494,34,62
26673,153582,70149,27,23
26674,107267,82384,20,42
26675,159625,41193,49,56
26676,142527,82862,37,38
26677,99964,9999,57,50
26678,442091,92764,45,18
26679,325507,59010,29,18
26680,73036,4012,40,29
26681,156423,46105,47,26
26682,84245,45974,45,67
26683,200161,76945,53,54
26684,107591,53057,24,19
26685,485496,94672,26,19
26686,77519,60402,52,41
26687,315218,57952,38,61
26688,271073,36346,29,39
26689,158618,37808,52,59
26690,71513,98382,58,52
26691,143630,73851,23,46
26692,491745,8066,56,21
26693,385490,52296,22,32
26694,251462,21042,53,25
26695,222339,38439,20,67
26696,365822,75836,38,32
26697,417194,32063,41,35
26698,219472,46772,37,60
26699,388767,68523,24,33
26700,371818,26045,50,32
26701,100020,73338,55,41
26702,385983,83672,27,19
26703,117220,40223,47,54
26704,217260,89412,59,33
26705,333634,10299,34,37
26706,380275,64785,38,38
26707,268488,20482,54,56
26708,253727,72350,37,57
26709,60253,60746,41,49
26710,391496,51132,56,30
26711,367844,74427,52,62
26712,282068,14356,38,52
26713,384290,40035,53,19
26714,473749,19516,59,29
26715,104379,76922,21,69
26716,363218,74716,29,48
26717,425907,87539,34,23
26718,183778,23550,40,48
26719,475205,93300,44,66
26720,162674,78238,48,33
26721,372395,91328,38,34
26722,273280,32885,58,53
26723,140711,71091,37,46
26724,267543,6410,39,23
26725,255323,97163,25,27
26726,306086,41656,58,45
26727,306738,58449,45,18
26728,443275,96720,22,48
26729,418734,34445,41,50
26730,212504,78085,39,44
26731,217487,38880,27,33
26732,313240,81498,36,51
26733,458935,58217,35,56
26734,74709,68576,50,22
26735,269471,7332,59,40
26736,336323,29615,52,55
26737,95346,89190,28,50
26738,298086,9926,47,20
26739,495048,26344,50,48
26740,142040,96149,37,39
26741,278943,71663,45,36
26742,342567,96423,24,19
26743,334366,30609,59,35
26744,164038,84688,50,23
26745,387299,62093,59,31
26746,157029,79763,39,60
26747,314495,77885,27,27
26748,139434,31848,47,20
26749,487316,13749,23,40
26750,423909,50386,53,66
26751,480328,24876,37,20
26752,201712,46710,48,34
26753,291276,40537,45,52
26754,193226,99703,52,47
26755,349246,47827,30,21
26756,202354,26315,38,67
26757,253924,92773,51,62
26758,125520,70180,32,49
26759,378223,63954,40,29
26760,87928,51666,30,26
26761,420974,23064,47,68
26762,454306,56047,22,62
26763,122129,82615,54,42
26764,314661,48827,46,65
26765,207108,21968,31,62
26766,289241,36924,32,64
26767,447181,4130,36,54
26768,264582,86867,48,27
26769,125722,87836,28,31
26770,469258,14435,32,32
26771,224096,11620,25,62
26772,343217,49042,37,42
26773,65179,989,34,46
26774,124970,44158,21,43
26775,328283,18315,51,40
26776,424149,15483,47,56
26777,105938,67446,35,65
26778,196405,3312,57,22
26779,200416,90716,28,33
26780,103816,44827,35,24
26781,160490,39978,36,35
26782,416092,14102,23,58
26783,369754,56664,40,46
26784,321247,58834,23,27
26785,147552,98283,43,55
26786,135254,6664,52,35
26787,325702,79219,36,51
26788,414933,68532,42,40
26789,245269,3017,46,64
26790,412418,95396,30,39
26791,440311,88604,49,29
26792,440886,30238,37,39
26793,267317,14243,39,39
26794,206273,84476,59,67
26795,245009,23327,49,36
26796,411297,97702,32,51
26797,242169,98333,35,39
26798,367661,58180,24,60
26799,474229,59935,45,21
26800,264267,41234,36,58
26801,450559,91001,34,25
26802,406585,78200,55,68
26803,231041,43343,29,38
26804,288690,47986,27,40
26805,472898,98346,33,22
26806,453120,40210,54,57
26807,410426,53615,47,61
26808,361334,45184,28,62
26809,301450,4945,20,28
26810,196585,41792,32,28
26811,185076,55073,56,51
26812,227398,15774,42,65
26813,321536,50123,49,41
26814,378946,18760,49,27
26815,436638,67328,30,25
26816,202293,94319,25,24
26817,303508,31065,41,62
26818,411105,18753,37,51
26819,62984,38833,29,36
26820,162193,42839,37,42
26821,497565,83379,27,38
26822,89686,42232,41,37
26823,326822,95371,29,59
26824,104179,54980,57,36
26825,496988,77198,42,24
26826,177780,27868,45,18
26827,373125,84050,46,24
26828,384419,59743,33,61
26829,227742,60422,24,46
26830,496272,27012,30,44
26831,421998,12142,37,55
26832,244602,85107,53,45
26833,457158,36933,49,36
26834,166762,26880,26,22
26835,83774,63392,22,39
26836,486140,34817,46,38
26837,323490,27839,54,57
26838,349468,76098,44,55
26839,74167,96783,28,47
26840,220754,18865,23,63
26841,150945,30620,36,29
26842,220878,6398,44,50
26843,133248,84448,58,69
26844,296994,83092,29,42
26845,237345,68901,23,51
26846,323102,83798,45,61
26847,299049,72093,50,31
26848,349494,20364,22,32
26849,111619,38004,49,27
26850,331632,7822,27,32
26851,460694,20659,58,60
26852,265545,41851,24,45
26853,361567,92689,30,66
26854,451927,26221,28,64
26855,416656,48907,42,26
26856,191568,79286,53,48
26857,190247,43537,53,21
26858,261455,34389,31,37
26859,447865,39146,34,45
26860,474535,79347,55,53
26861,409665,23342,54,65
26862,432148,11392,37,37
26863,349745,10498,32,64
26864,316894,27896,42,62
26865,121992,25237,26,20
26866,214054,93762,34,51
26867,55656,77792,22,21
26868,164891,42968,51,38
26869,250266,53741,29,54
26870,75350,44618,23,42
26871,476442,44269,22,63
26872,75858,11369,56,40
26873,220386,3081,59,25
26874,412442,47979,42,60
26875,385270,54143,30,45
26876,254324,10936,35,47
26877,431259,33950,41,35
26878,238525,93250,59,25
26879,363059,8104,21,31
26880,310457,89580,51,48
26881,448374,79157,29,24
26882,499721,56398,31,58
26883,221018,60987,57,39
26884,211972,35705,57,30
26885,191604,13511,51,19
26886,202180,36715,39,31
26887,180912,74676,40,19
26888,483738,92192,45,38
26889,337646,37108,58,46
26890,172580,28852,55,68
26891,305310,80698,32,23
26892,168180,17456,25,64
26893,486905,51435,52,56
26894,235775,68482,52,68
26895,334642,62856,53,41
26896,435888,36908,27,56
26897,418829,77129,42,40
26898,72449,46232,35,37
26899,484816,23959,57,45
26900,314173,68726,42,22
26901,122578,93772,45,54
26902,252533,55959,56,30
26903,333852,36790,41,58
26904,160496,97106,35,55
26905,497123,84358,48,63
26906,285087,54086,34,40
26907,166849,76373,54,33
26908,97303,86351,22,55
26909,451840,3380,44,64
26910,324982,77399,38,31
26911,132679,57937,59,19
26912,388368,66699,41,60
26913,266099,40239,38,66
26914,362055,7360,47,50
26915,351443,70844,31,30
26916,91608,50738,44,42
26917,187190,13289,22,54
26918,157155,96292,59,67
26919,363269,41463,30,19
26920,120785,68252,51,34
26921,344664,53395,36,38
26922,74427,76655,47,59
26923,95276,33185,43,57
26924,380138,88440,28,24
26925,397298,21688,47,40
26926,360562,21091,33,39
26927,92668,97173,43,66
26928,273309,4749,32,54
26929,441954,81612,46,46
26930,91600,65664,39,36
26931,115749,58388,45,59
26932,356127,46553,26,68
26933,98455,49929,31,40
26934,68160,44054,42,33
26935,306433,12863,27,34
26936,84889,9198,29,31
26937,226819,80594,38,58
26938,326920,93628,47,40
26939,336749,20279,49,62
26940,166877,53859,30,52
26941,390356,37699,49,26
26942,210013,1510,58,63
26943,259468,45115,28,54
26944,357826,87077,52,18
26945,313294,15447,57,27
26946,307101,22776,58,33
26947,125499,64866,46,48
26948,155183,96282,25,63
26949,87012,39172,55,32
26950,399942,48804,36,63
26951,71776,57395,33,47
26952,306713,21999,45,22
26953,137596,36768,27,55
26954,94851,24485,47,20
26955,465465,15235,31,53
26956,452173,67045,29,48
26957,177519,57525,38,24
26958,149848,38403,35,18
26959,270020,43135,59,29
26960,194331,42085,23,33
26961,60698,12491,56,67
26962,90234,55569,57,61
26963,450614,26915,27,28
26964,390698,39526,37,50
26965,401524,32858,53,53
26966,256033,20920,35,24
26967,166768,48298,35,64
26968,465543,6284,49,52
26969,205018,84611,39,60
26970,62958,97260,28,67
26971,455422,97494,39,60
26972,466934,39999,43,21
26973,298236,65857,45,34
26974,309094,83145,47,33
26975,118176,29159,44,38
26976,306219,38912,25,59
26977,50255,12889,46,47
26978,118707,92780,47,35
26979,309787,10329,28,33
26980,72129,12413,37,30
26981,494981,19727,54,52
26982,174154,29896,26,37
26983,474498,64080,37,63
26984,185508,15130,57,56
26985,481469,75225,48,65
26986,459846,47587,47,32
26987,274616,54717,21,36
26988,308374,62852,55,69
26989,415146,20308,59,57
26990,91031,63967,52,41
26991,228505,19278,43,47
26992,186115,55748,48,52
26993,252907,7112,41,55
26994,157815,75144,21,38
26995,402372,61761,48,24
26996,286227,90444,46,64
26997,196878,53239,50,42
26998,365986,36690,41,34
26999,279624,91317,34,47
27000,499628,44160,21,32
27001,140649,71869,24,21
27002,370334,82003,48,28
27003,240018,53897,38,46
27004,390038,54306,24,24
27005,478777,37356,58,62
27006,315055,56157,35,21
27007,444918,67539,28,27
27008,122947,41076,38,27
27009,163705,85865,41,40
27010,269859,3718,39,45
27011,496417,65943,54,63
27012,335101,5859,40,54
27013,109640,57505,54,31
27014,403305,40084,20,25
27015,123536,99098,35,55
27016,132014,14057,24,30
27017,364898,3156,43,40
27018,346825,4937,27,25
27019,232072,19849,58,52
27020,158134,33573,31,37
27021,166598,97958,30,64
27022,298299,10218,55,55
27023,237887,91885,32,26
27024,311369,73262,39,30
27025,466539,83729,52,40
27026,456924,4431,27,22
27027,96084,24924,39,63
27028,468328,37204,47,59
27029,247603,48053,44,26
27030,123698,24881,22,32
27031,243222,97124,22,34
27032,393924,12419,59,45
27033,281129,19603,33,49
27034,382540,29078,38,59
27035,389039,78878,58,23
27036,216611,53460,37,41
27037,241815,67812,42,62
27038,117528,89515,40,23
27039,128378,44520,24,33
27040,114897,8310,42,53
27041,189622,25794,20,58
27042,459901,98871,46,49
27043,395387,11554,40,27
27044,124231,83938,24,59
27045,184917,86448,24,38
27046,444198,49753,27,37
27047,342466,8921,27,33
27048,126237,48333,24,63
27049,497572,63542,23,35
27050,97379,8018,49,24
27051,269913,75159,54,42
27052,143319,56981,26,38
27053,109111,93846,37,52
27054,295461,27525,58,52
27055,436580,10485,29,58
27056,236389,42802,30,66
27057,341730,77096,28,24
27058,391308,98332,34,47
27059,257876,49555,21,30
27060,168155,54501,50,52
27061,81308,21157,36,40
27062,337343,78491,39,68
27063,92777,57373,23,62
27064,115881,31411,34,49
27065,256566,4971,50,23
27066,334264,97585,52,27
27067,348960,45268,46,22
27068,303140,75183,44,56
27069,464417,58975,21,51
27070,465267,63701,38,34
27071,399233,73750,54,18
27072,356379,59346,57,33
27073,403734,17346,21,54
27074,480908,84108,47,59
27075,422379,50398,41,18
27076,392746,49933,20,51
27077,408256,76699,22,66
27078,181789,22837,45,61
27079,363243,28829,46,26
27080,387792,91233,25,41
27081,185722,66932,40,45
27082,74842,36486,24,23
27083,252874,24210,59,67
27084,102712,15241,45,43
27085,105900,87022,23,32
27086,117833,46330,20,33
27087,302760,64422,58,42
27088,276985,5619,48,46
27089,98527,84691,41,68
27090,339567,80291,44,69
27091,382485,74147,32,25
27092,74060,7094,35,55
27093,143504,79264,36,48
27094,494786,93478,58,37
27095,138827,35353,25,62
27096,161789,76456,52,46
27097,76386,41367,51,36
27098,415165,53687,54,31
27099,128725,24686,32,20
27100,285030,16455,36,64
27101,101043,89259,29,34
27102,291996,48079,59,33
27103,428569,5712,46,54
27104,422519,88476,45,51
27105,408988,1400,39,41
27106,483084,53417,26,42
27107,459461,36166,29,26
27108,313219,39954,20,45
27109,330127,81123,26,52
27110,334527,96873,23,46
27111,98228,32754,23,20
27112,100394,83745,23,54
27113,63348,59024,28,59
27114,495243,52060,37,20
27115,85406,79207,35,43
27116,387548,33252,39,37
27117,431802,65344,26,34
27118,251420,98829,43,62
27119,284371,69024,53,62
27120,158493,1629,33,49
27121,413719,26448,28,43
27122,200766,25965,47,47
27123,296803,26207,51,56
27124,92022,22271,47,24
27125,479208,54450,31,34
27126,492033,9481,58,53
27127,485773,74134,27,25
27128,51002,81159,44,52
27129,189116,1054,35,60
27130,385889,20022,33,67
27131,479106,46792,48,45
27132,228847,52118,21,53
27133,319161,74399,59,30
27134,406675,53134,33,64
27135,139426,90211,42,47
27136,464675,73155,20,23
27137,319217,27623,37,57
27138,262412,6688,27,18
27139,257358,10967,58,54
27140,113179,23382,44,69
27141,193267,68430,56,30
27142,423833,82051,26,18
27143,423085,99322,20,46
27144,55005,51075,52,30
27145,314118,21550,43,59
27146,153804,37885,47,19
27147,451970,9265,44,59
27148,286456,47410,45,38
27149,436079,96728,29,24
27150,271378,75219,48,23
27151,131786,36347,47,21
27152,244725,56950,49,63
27153,150836,43347,45,64
27154,287995,48264,43,25
27155,123094,7281,21,34
27156,52394,31104,40,18
27157,143199,40909,57,67
27158,135970,42292,58,59
27159,432020,12979,21,34
27160,313576,9733,52,62
27161,94139,19180,29,20
27162,422519,50872,48,45
27163,489337,25810,48,57
27164,463600,65325,32,29
27165,346102,32761,35,48
